visit_id,record_type,change_cause,host,name,value,time_stamp,context_id
6,added-or-changed,explicit,.google.com,NID,203=U4IluozWH_PfDJfvCpUiXjipoBS1tVJGtLgJWh93bHr7KQmzYPECV5MyZdd19LScemwEpvXEJmAQ3oCYFc6JfqnVvGc-8p7tQnYll1LfiEkpTZps_x9kzbqxSIkdidobR8MNK_3JVfGGa-N8W_Z3O79j2LlEL9zp4KOTkqx6tzQ,2020-04-30T00:19:43.972Z,2
6,deleted,overwrite,.google.com,NID,203=ToFnj8PKIMuuG4jYUgk_SfVILjOKsrvCICIfghzwOKWT79pzWS-rcCoxNh2GOScQvCVthThaJzRsadAna7Eue50QXpbGAX4BllinzjRQouK-TjPeuZh-KzeVHG_6i_YE40QOARv4NK9OI2D61_xx2bbzMspwX3rWeTatvz9i6aQ,2020-04-30T00:19:43.975Z,2
6,added-or-changed,explicit,.google.com,NID,203=ToFnj8PKIMuuG4jYUgk_SfVILjOKsrvCICIfghzwOKWT79pzWS-rcCoxNh2GOScQvCVthThaJzRsadAna7Eue50QXpbGAX4BllinzjRQouK-TjPeuZh-KzeVHG_6i_YE40QOARv4NK9OI2D61_xx2bbzMspwX3rWeTatvz9i6aQ,2020-04-30T00:19:43.976Z,2
6,deleted,overwrite,.google.com,NID,203=Hv0v8vKMlp0UHyJMMTcFOv7DADyzT3uucS1XQojzMWbiCOQDJvo7qu7UZ82eUgJdH3tNBKbg1ipelKKZK5zANN8SljY1pIYYOumsypZXaq3oI1W-aHwCZva-lOim2VKQifenkYe2lyC9CStZ3SV4esS4799PeuZxLHsHf1dZOuE,2020-04-30T00:19:43.987Z,2
6,added-or-changed,explicit,.google.com,NID,203=Hv0v8vKMlp0UHyJMMTcFOv7DADyzT3uucS1XQojzMWbiCOQDJvo7qu7UZ82eUgJdH3tNBKbg1ipelKKZK5zANN8SljY1pIYYOumsypZXaq3oI1W-aHwCZva-lOim2VKQifenkYe2lyC9CStZ3SV4esS4799PeuZxLHsHf1dZOuE,2020-04-30T00:19:43.987Z,2
6,added-or-changed,explicit,.pay.google.com,_ga,GA1.3.1556696420.1588205987,2020-04-30T00:19:46.711Z,2
6,added-or-changed,explicit,.pay.google.com,_gid,GA1.3.625910311.1588205987,2020-04-30T00:19:46.713Z,2
6,added-or-changed,explicit,pay.google.com,OTZ,5431700_56_56__56_,2020-04-30T00:19:48.424Z,2
6,added-or-changed,explicit,.pay.google.com,_gat_UA1168580691,1,2020-04-30T00:19:48.451Z,2
6,deleted,overwrite,.insightexpressai.com,TID,00000000-0000-002f-0feb-d11588205990,2020-04-30T00:19:50.111Z,2
6,added-or-changed,explicit,.insightexpressai.com,TID,00000000-0000-002f-0feb-d11588205990,2020-04-30T00:19:50.112Z,2
6,added-or-changed,explicit,.insightexpressai.com,IXAI43935,FTF,2020-04-30T00:19:50.112Z,2
6,deleted,overwrite,.bluekai.com,bku,53R99YLj3k8bzHxX,2020-04-30T00:19:50.366Z,2
6,added-or-changed,explicit,.bluekai.com,bku,53R99YLj3k8bzHxX,2020-04-30T00:19:50.366Z,2
6,added-or-changed,explicit,news.google.com,OTZ,5431700_56_56__56_,2020-04-30T00:19:51.099Z,2
6,added-or-changed,explicit,.openx.net,i,5a63630c-f95b-0eed-1669-efa8a8ef3d44|1588205991,2020-04-30T00:19:51.279Z,2
6,deleted,overwrite,.w55c.net,wfivefivec,auTzL1hI1JtWTJ5,2020-04-30T00:19:51.285Z,2
6,added-or-changed,explicit,.w55c.net,wfivefivec,auTzL1hI1JtWTJ5,2020-04-30T00:19:51.285Z,2
6,added-or-changed,explicit,.w55c.net,matchmedianet,5,2020-04-30T00:19:51.286Z,2
6,deleted,overwrite,.insightexpressai.com,TID,00000000-0000-002f-0ff2-981588205991,2020-04-30T00:19:51.419Z,2
6,added-or-changed,explicit,.insightexpressai.com,TID,00000000-0000-002f-0ff2-981588205991,2020-04-30T00:19:51.419Z,2
6,deleted,overwrite,.bluekai.com,bku,53R99YLj3k8bzHxX,2020-04-30T00:19:51.608Z,2
6,added-or-changed,explicit,.bluekai.com,bku,53R99YLj3k8bzHxX,2020-04-30T00:19:51.608Z,2
6,added-or-changed,explicit,.media.net,data-xu,auTzL1hI1JtWTJ5~~1,2020-04-30T00:19:52.019Z,2
6,deleted,overwrite,.yahoo.com,B,a3g83s5fak68b&b=3&s=vl,2020-04-30T00:19:52.019Z,2
6,added-or-changed,explicit,.yahoo.com,B,a3g83s5fak68b&b=3&s=vl,2020-04-30T00:19:52.023Z,2
