visit_id,name,value,time_stamp,type
3,siteimproveses,5b6b646a-380a-4c16-9e20-763b183744b5,2020-04-23T01:44:40.019Z,set
3,AWSELB,79A3199D10510369DCF60AC124D33FFF1556358922D532C699298AD4B7108439BF2B756C7E4626E90D33F0BB7289F59832FE75330EB9D4E2F3A0BF9D41CFC7475FA49B6418D47B4CE92325B2FA66904372E4FFAC03,2020-04-23T01:44:40.019Z,set
3,__stid,CiAAGl6g8yAAAAATMM58Aw==,2020-04-23T01:45:04.354Z,set
3,__stidv,2,2020-04-23T01:45:04.354Z,set
3,st_samesite,1,2020-04-23T01:45:05.672Z,set
3,st_samesite,1,2020-04-23T01:45:05.690Z,set
3,JSESSIONID,a7a2a9b3e3b0836b,2020-04-23T01:45:06.478Z,set
3,pxcelPage_c010,0_7_1587606307133,2020-04-23T01:45:07.166Z,set
3,pi,3609769663474958368,2020-04-23T01:45:07.678Z,set
3,TDID,8e6e130f-9d6e-4544-877d-2f647426ed3e,2020-04-23T01:45:07.679Z,set
3,TDCPM,CAEYBSgCMgsIls6I7tXMszgQBTgB,2020-04-23T01:45:07.679Z,set
3,U,3fc23e8925ee089c4de845f05b147f4a,2020-04-23T01:45:07.679Z,set
3,_cc_cc,ctst,2020-04-23T01:45:07.680Z,set
3,TDCPM,CAEYBSABKAIyCwiWzoju1cyzOBAFOAE.,2020-04-23T01:45:07.858Z,set
3,TDCPM,CAEYBSABKAIyCwiWzoju1cyzOBAFOAE.,2020-04-23T01:45:07.858Z,set
3,_cc_dc,0,2020-04-23T01:45:07.859Z,set
3,_cc_id,58767c91676a9bb16c2bf26a24c8544c,2020-04-23T01:45:07.861Z,set
3,_cc_cc,"""ACZ4nGNQMLUwNzNPtjQ0MzdLtExKMjRLNkpKMzJLNDJJtjA1MUlmAIK4BZ%2BVGeCA%2F94HS8Y%2Fbgz%2FGRkZ%2FndpwZjL%2FxTCmOcXz2GBsbtnHWCCsc8dPcQMYx9GUtPwXxPGvL72KTeMveS4Oox549QjNhi7c9MUuM7vd9cqwdiXkNR8aLgvAGMDAHQfTGM%3D""",2020-04-23T01:45:07.861Z,set
3,_cc_cc,"""ACZ4nGNQMLUwNzNPtjQ0MzdLtExKMjRLNkpKMzJLNDJJtjA1MUlmAIK4BZ%2BVGeCA%2F94HS8Y%2Fbgz%2FGRkZ%2FndpwZjL%2FxTCmOcXz2GBsbtnHWCCsc8dPcQMYx9GUtPwXxPGvL72KTeMveS4Oox549QjNhi7c9MUuM7vd9cqwdiXkNR8aLgvAGMDAHQfTGM%3D""",2020-04-23T01:45:07.862Z,set
3,_cc_aud,"""ABR4nGNgYGCIW%2FBZmQEGmBkYuGaAGEx908FUxHkgCQBj4wUK""",2020-04-23T01:45:07.862Z,set
3,rlas3,Zd7dx1s/Bg1eZQ7QJbQrfQMi6/nhFwjng+yQk4uyONc=,2020-04-23T01:45:07.863Z,set
3,pxrc,CAA=,2020-04-23T01:45:07.863Z,set
3,EE,"""61c2bb6685bfd45e35b3e175e79c1c40""",2020-04-23T01:45:07.864Z,set
3,ud,"""eJxrXxzq6XKLQcHMMNkoKcnMzMI0KS3FxDTV2DTJONXQ3DTV3DLZMNnEYHFZatGCpaXFqSlJh5ZU5JTkNK0uiw91jHdz9PX0iVywAswJcw1asCS%252FKDN9UWjw4qKUNMZFJcWngndcigYATN8nnQ%253D%253D""",2020-04-23T01:45:07.864Z,set
3,IQver,1.9,2020-04-23T01:45:08.023Z,set
3,intentIQ,86WIWlatL9,2020-04-23T01:45:08.024Z,set
