visit_id,script_url,symbol,operation,value,arguments,time_stamp
1,https://use.typekit.net/zpy2xov.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T03:35:20.349Z
1,https://use.typekit.net/zpy2xov.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T03:35:20.385Z
1,https://use.typekit.net/zpy2xov.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T03:35:20.385Z
1,https://ssl.google-analytics.com/ga.js,window.document.referrer,get,,,2020-04-23T03:35:20.599Z
1,https://ssl.google-analytics.com/ga.js,window.document.cookie,get,,,2020-04-23T03:35:20.600Z
1,https://ssl.google-analytics.com/ga.js,window.screen.colorDepth,get,24,,2020-04-23T03:35:20.600Z
1,https://ssl.google-analytics.com/ga.js,window.navigator.language,get,en-US,,2020-04-23T03:35:20.600Z
1,https://ssl.google-analytics.com/ga.js,window.navigator.appName,get,Netscape,,2020-04-23T03:35:20.600Z
1,https://ssl.google-analytics.com/ga.js,window.navigator.platform,get,Linux x86_64,,2020-04-23T03:35:20.600Z
1,https://ssl.google-analytics.com/ga.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T03:35:20.603Z
1,https://ssl.google-analytics.com/ga.js,window.document.cookie,get,,,2020-04-23T03:35:20.603Z
1,https://ssl.google-analytics.com/ga.js,window.document.referrer,get,,,2020-04-23T03:35:20.605Z
1,https://ssl.google-analytics.com/ga.js,window.document.cookie,get,,,2020-04-23T03:35:20.605Z
1,https://ssl.google-analytics.com/ga.js,window.name,get,,,2020-04-23T03:35:20.605Z
1,https://ssl.google-analytics.com/ga.js,window.document.cookie,get,,,2020-04-23T03:35:20.605Z
1,https://ssl.google-analytics.com/ga.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T03:35:20.606Z
1,https://ssl.google-analytics.com/ga.js,window.document.cookie,set,"__utma=41573937.33904625.1587612920.1587612920.1587612920.1; path=/; expires=Sat, 23 Apr 2022 03:35:20 GMT; domain=berkeley.edu;",,2020-04-23T03:35:20.607Z
