visit_id,script_url,symbol,operation,value,arguments,time_stamp,temp,context_id
6,https://securepubads.g.doubleclick.net/tag/js/gpt.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-30T00:19:46.886Z,g,2
6,https://securepubads.g.doubleclick.net/tag/js/gpt.js,window.localStorage,get,{},,2020-04-30T00:19:46.886Z,g,2
6,https://securepubads.g.doubleclick.net/tag/js/gpt.js,window.localStorage,get,{},,2020-04-30T00:19:46.887Z,g,2
6,https://securepubads.g.doubleclick.net/tag/js/gpt.js,window.Storage.getItem,call,,"[""google_experiment_mod13""]",2020-04-30T00:19:46.887Z,g,2
6,https://securepubads.g.doubleclick.net/tag/js/gpt.js,window.localStorage,get,{},,2020-04-30T00:19:46.887Z,g,2
6,https://securepubads.g.doubleclick.net/tag/js/gpt.js,window.localStorage,get,{},,2020-04-30T00:19:46.887Z,g,2
6,https://securepubads.g.doubleclick.net/tag/js/gpt.js,window.Storage.setItem,call,,"[""google_experiment_mod13"",""986""]",2020-04-30T00:19:46.888Z,g,2
6,https://news.google.com/swg/js/v1/swg.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-30T00:19:46.888Z,google,2
6,https://news.google.com/swg/js/v1/swg.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-30T00:19:46.891Z,google,2
6,https://news.google.com/swg/js/v1/swg.js,window.document.referrer,get,,,2020-04-30T00:19:46.891Z,google,2
6,https://news.google.com/swg/js/v1/swg.js,window.localStorage,get,"{""google_experiment_mod13"":""986""}",,2020-04-30T00:19:46.891Z,google,2
6,https://news.google.com/swg/js/v1/swg.js,window.localStorage,get,"{""google_experiment_mod13"":""986""}",,2020-04-30T00:19:46.891Z,google,2
6,https://news.google.com/swg/js/v1/swg.js,window.Storage.getItem,call,,"[""subscribe.google.com:rk""]",2020-04-30T00:19:46.891Z,google,2
6,https://news.google.com/swg/js/v1/swg.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-30T00:19:46.892Z,google,2
6,https://news.google.com/swg/js/v1/swg.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-30T00:19:46.892Z,google,2
