visit_id,record_type,change_cause,host,name,value,time_stamp
3,added-or-changed,explicit,8343.global.siteimproveanalytics.io,siteimproveses,5b6b646a-380a-4c16-9e20-763b183744b5,2020-04-23T01:44:40.019Z
3,added-or-changed,explicit,8343.global.siteimproveanalytics.io,AWSELB,79A3199D10510369DCF60AC124D33FFF1556358922D532C699298AD4B7108439BF2B756C7E4626E90D33F0BB7289F59832FE75330EB9D4E2F3A0BF9D41CFC7475FA49B6418D47B4CE92325B2FA66904372E4FFAC03,2020-04-23T01:44:40.019Z
3,added-or-changed,explicit,.sharethis.com,__stid,CiAAGl6g8yAAAAATMM58Aw==,2020-04-23T01:45:04.354Z
3,added-or-changed,explicit,.sharethis.com,__stidv,2,2020-04-23T01:45:04.354Z
3,added-or-changed,explicit,c.sharethis.mgr.consensu.org,st_samesite,1,2020-04-23T01:45:05.672Z
3,deleted,explicit,c.sharethis.mgr.consensu.org,st_samesite,1,2020-04-23T01:45:05.690Z
3,added-or-changed,explicit,.nr-data.net,JSESSIONID,a7a2a9b3e3b0836b,2020-04-23T01:45:06.478Z
3,added-or-changed,explicit,.t.sharethis.com,pxcelPage_c010,0_7_1587606307133,2020-04-23T01:45:07.166Z
3,added-or-changed,explicit,.ml314.com,pi,3609769663474958368,2020-04-23T01:45:07.678Z
3,added-or-changed,explicit,.adsrvr.org,TDID,8e6e130f-9d6e-4544-877d-2f647426ed3e,2020-04-23T01:45:07.679Z
3,added-or-changed,explicit,.adsrvr.org,TDCPM,CAEYBSgCMgsIls6I7tXMszgQBTgB,2020-04-23T01:45:07.679Z
3,added-or-changed,explicit,.adsymptotic.com,U,3fc23e8925ee089c4de845f05b147f4a,2020-04-23T01:45:07.679Z
3,added-or-changed,explicit,.crwdcntrl.net,_cc_cc,ctst,2020-04-23T01:45:07.680Z
3,deleted,overwrite,.adsrvr.org,TDCPM,CAEYBSABKAIyCwiWzoju1cyzOBAFOAE.,2020-04-23T01:45:07.858Z
3,added-or-changed,explicit,.adsrvr.org,TDCPM,CAEYBSABKAIyCwiWzoju1cyzOBAFOAE.,2020-04-23T01:45:07.858Z
3,added-or-changed,explicit,.crwdcntrl.net,_cc_dc,0,2020-04-23T01:45:07.859Z
3,added-or-changed,explicit,.crwdcntrl.net,_cc_id,58767c91676a9bb16c2bf26a24c8544c,2020-04-23T01:45:07.861Z
