visit_id,script_url,symbol,operation,value,arguments,time_stamp,temp,context_id
11,https://use.typekit.net/zpy2xov.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-28T14:15:45.892Z,typekit,3
11,https://use.typekit.net/zpy2xov.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-28T14:15:46.985Z,typekit,3
11,https://use.typekit.net/zpy2xov.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-28T14:15:46.986Z,typekit,3
11,https://siteimproveanalytics.com/js/siteanalyze_8343.js,window.document.referrer,get,,,2020-04-28T14:15:46.986Z,com/js/siteanalyze_8343,3
11,https://siteimproveanalytics.com/js/siteanalyze_8343.js,window.document.referrer,get,,,2020-04-28T14:15:46.988Z,com/js/siteanalyze_8343,3
11,https://ssl.google-analytics.com/ga.js,window.document.referrer,get,,,2020-04-28T14:15:46.990Z,google-analytics,3
11,https://ssl.google-analytics.com/ga.js,window.document.cookie,get,,,2020-04-28T14:15:46.991Z,google-analytics,3
11,https://ssl.google-analytics.com/ga.js,window.screen.colorDepth,get,24,,2020-04-28T14:15:46.993Z,google-analytics,3
11,https://ssl.google-analytics.com/ga.js,window.navigator.language,get,en-US,,2020-04-28T14:15:46.993Z,google-analytics,3
11,https://ssl.google-analytics.com/ga.js,window.navigator.appName,get,Netscape,,2020-04-28T14:15:46.995Z,google-analytics,3
11,https://ssl.google-analytics.com/ga.js,window.navigator.platform,get,Linux x86_64,,2020-04-28T14:15:46.996Z,google-analytics,3
11,https://ssl.google-analytics.com/ga.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-28T14:15:46.997Z,google-analytics,3
11,https://ssl.google-analytics.com/ga.js,window.document.cookie,get,,,2020-04-28T14:15:47.000Z,google-analytics,3
11,https://ssl.google-analytics.com/ga.js,window.document.referrer,get,,,2020-04-28T14:15:47.000Z,google-analytics,3
11,https://ssl.google-analytics.com/ga.js,window.document.cookie,get,,,2020-04-28T14:15:47.001Z,google-analytics,3
11,https://ssl.google-analytics.com/ga.js,window.name,get,,,2020-04-28T14:15:47.003Z,google-analytics,3
11,https://ssl.google-analytics.com/ga.js,window.document.cookie,get,,,2020-04-28T14:15:47.003Z,google-analytics,3
11,https://ssl.google-analytics.com/ga.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-28T14:15:47.004Z,google-analytics,3
