visit_id,script_url,symbol,operation,value,arguments,time_stamp
2,https://news.google.com/swg/_/ui/v1/serviceiframe?_=441001,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T01:53:05.808Z
2,https://news.google.com/swg/_/ui/v1/serviceiframe?_=441001,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T01:53:05.828Z
2,https://news.google.com/swg/_/ui/v1/serviceiframe?_=441001,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T01:53:05.828Z
2,https://news.google.com/swg/_/ui/v1/serviceiframe?_=441001,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T01:53:05.828Z
2,"https://www.gstatic.com/_/mss/boq-subscribewithgoogle/_/js/k=boq-subscribewithgoogle.SubscribewithgoogleClientUi.en_US.9E4_ZNb4Nx0.es5.O/am=Ag/d=1/excm=_b,_tp,serviceiframeview/ed=1/dg=0/wt=2/ct=zgms/rs=ABXTjI4dMGCZJ5PDVNU9VxBys5KhW2fBPQ/m=_b,_tp",window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T01:53:05.828Z
2,"https://www.gstatic.com/_/mss/boq-subscribewithgoogle/_/js/k=boq-subscribewithgoogle.SubscribewithgoogleClientUi.en_US.9E4_ZNb4Nx0.es5.O/am=Ag/d=1/excm=_b,_tp,serviceiframeview/ed=1/dg=0/wt=2/ct=zgms/rs=ABXTjI4dMGCZJ5PDVNU9VxBys5KhW2fBPQ/m=_b,_tp",window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T01:53:05.829Z
2,"https://www.gstatic.com/_/mss/boq-subscribewithgoogle/_/js/k=boq-subscribewithgoogle.SubscribewithgoogleClientUi.en_US.9E4_ZNb4Nx0.es5.O/am=Ag/d=1/excm=_b,_tp,serviceiframeview/ed=1/dg=0/wt=2/ct=zgms/rs=ABXTjI4dMGCZJ5PDVNU9VxBys5KhW2fBPQ/m=_b,_tp",window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T01:53:05.830Z
2,"https://www.gstatic.com/_/mss/boq-subscribewithgoogle/_/js/k=boq-subscribewithgoogle.SubscribewithgoogleClientUi.en_US.9E4_ZNb4Nx0.es5.O/am=Ag/d=1/excm=_b,_tp,serviceiframeview/ed=1/dg=0/wt=2/ct=zgms/rs=ABXTjI4dMGCZJ5PDVNU9VxBys5KhW2fBPQ/m=_b,_tp",window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T01:53:05.831Z
2,"https://www.gstatic.com/_/mss/boq-subscribewithgoogle/_/js/k=boq-subscribewithgoogle.SubscribewithgoogleClientUi.en_US.9E4_ZNb4Nx0.es5.O/am=Ag/d=1/excm=_b,_tp,serviceiframeview/ed=1/dg=0/wt=2/ct=zgms/rs=ABXTjI4dMGCZJ5PDVNU9VxBys5KhW2fBPQ/m=_b,_tp",window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T01:53:05.831Z
2,"https://www.gstatic.com/_/mss/boq-subscribewithgoogle/_/js/k=boq-subscribewithgoogle.SubscribewithgoogleClientUi.en_US.9E4_ZNb4Nx0.es5.O/am=Ag/d=1/excm=_b,_tp,serviceiframeview/ed=1/dg=0/wt=2/ct=zgms/rs=ABXTjI4dMGCZJ5PDVNU9VxBys5KhW2fBPQ/m=_b,_tp",window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T01:53:05.831Z
2,"https://www.gstatic.com/_/mss/boq-subscribewithgoogle/_/js/k=boq-subscribewithgoogle.SubscribewithgoogleClientUi.en_US.9E4_ZNb4Nx0.es5.O/am=Ag/d=1/excm=_b,_tp,serviceiframeview/ed=1/dg=0/wt=2/ct=zgms/rs=ABXTjI4dMGCZJ5PDVNU9VxBys5KhW2fBPQ/m=_b,_tp",window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T01:53:05.832Z
2,"https://www.gstatic.com/_/mss/boq-subscribewithgoogle/_/js/k=boq-subscribewithgoogle.SubscribewithgoogleClientUi.en_US.9E4_ZNb4Nx0.es5.O/am=Ag/d=1/excm=_b,_tp,serviceiframeview/ed=1/dg=0/wt=2/ct=zgms/rs=ABXTjI4dMGCZJ5PDVNU9VxBys5KhW2fBPQ/m=_b,_tp",window.navigator.product,get,Gecko,,2020-04-23T01:53:05.833Z
2,"https://www.gstatic.com/_/mss/boq-subscribewithgoogle/_/js/k=boq-subscribewithgoogle.SubscribewithgoogleClientUi.en_US.9E4_ZNb4Nx0.es5.O/ck=boq-subscribewithgoogle.SubscribewithgoogleClientUi.yFhMxJMvgI0.L.F4.O/am=Ag/d=1/exm=_b,_tp,wmwg8b/excm=_b,_tp,serviceiframeview/ed=1/wt=2/ct=zgms/rs=ABXTjI6yZiA2wEY7hdQ24IAcAQVNBxegKw/m=COQbmf,DfBslb,KG2eXe,NpD4ec,OmgaI,PQaYAf,U0aPgd,ZfAoz,ZxDaqc,aurFic,blwjVc,fKUV3e,iTsyac,lPKSwe,rE6Mgd,tfTN8c,ws9Tlc,x60fie,yDVVkb,zG9H6c",window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T01:53:05.833Z
2,"https://www.gstatic.com/_/mss/boq-subscribewithgoogle/_/js/k=boq-subscribewithgoogle.SubscribewithgoogleClientUi.en_US.9E4_ZNb4Nx0.es5.O/ck=boq-subscribewithgoogle.SubscribewithgoogleClientUi.yFhMxJMvgI0.L.F4.O/am=Ag/d=1/exm=_b,_tp,wmwg8b/excm=_b,_tp,serviceiframeview/ed=1/wt=2/ct=zgms/rs=ABXTjI6yZiA2wEY7hdQ24IAcAQVNBxegKw/m=COQbmf,DfBslb,KG2eXe,NpD4ec,OmgaI,PQaYAf,U0aPgd,ZfAoz,ZxDaqc,aurFic,blwjVc,fKUV3e,iTsyac,lPKSwe,rE6Mgd,tfTN8c,ws9Tlc,x60fie,yDVVkb,zG9H6c",window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T01:53:05.834Z
2,"https://www.gstatic.com/_/mss/boq-subscribewithgoogle/_/js/k=boq-subscribewithgoogle.SubscribewithgoogleClientUi.en_US.9E4_ZNb4Nx0.es5.O/ck=boq-subscribewithgoogle.SubscribewithgoogleClientUi.yFhMxJMvgI0.L.F4.O/am=Ag/d=1/exm=_b,_tp,wmwg8b/excm=_b,_tp,serviceiframeview/ed=1/wt=2/ct=zgms/rs=ABXTjI6yZiA2wEY7hdQ24IAcAQVNBxegKw/m=COQbmf,DfBslb,KG2eXe,NpD4ec,OmgaI,PQaYAf,U0aPgd,ZfAoz,ZxDaqc,aurFic,blwjVc,fKUV3e,iTsyac,lPKSwe,rE6Mgd,tfTN8c,ws9Tlc,x60fie,yDVVkb,zG9H6c",window.navigator.cookieEnabled,get,true,,2020-04-23T01:53:06.282Z
2,"https://www.gstatic.com/_/mss/boq-subscribewithgoogle/_/js/k=boq-subscribewithgoogle.SubscribewithgoogleClientUi.en_US.9E4_ZNb4Nx0.es5.O/ck=boq-subscribewithgoogle.SubscribewithgoogleClientUi.yFhMxJMvgI0.L.F4.O/am=Ag/d=1/exm=_b,_tp,wmwg8b/excm=_b,_tp,serviceiframeview/ed=1/wt=2/ct=zgms/rs=ABXTjI6yZiA2wEY7hdQ24IAcAQVNBxegKw/m=COQbmf,DfBslb,KG2eXe,NpD4ec,OmgaI,PQaYAf,U0aPgd,ZfAoz,ZxDaqc,aurFic,blwjVc,fKUV3e,iTsyac,lPKSwe,rE6Mgd,tfTN8c,ws9Tlc,x60fie,yDVVkb,zG9H6c",window.document.cookie,get,,,2020-04-23T01:53:06.282Z
2,"https://www.gstatic.com/_/mss/boq-subscribewithgoogle/_/js/k=boq-subscribewithgoogle.SubscribewithgoogleClientUi.en_US.9E4_ZNb4Nx0.es5.O/ck=boq-subscribewithgoogle.SubscribewithgoogleClientUi.yFhMxJMvgI0.L.F4.O/am=Ag/d=1/exm=_b,_tp,wmwg8b/excm=_b,_tp,serviceiframeview/ed=1/wt=2/ct=zgms/rs=ABXTjI6yZiA2wEY7hdQ24IAcAQVNBxegKw/m=COQbmf,DfBslb,KG2eXe,NpD4ec,OmgaI,PQaYAf,U0aPgd,ZfAoz,ZxDaqc,aurFic,blwjVc,fKUV3e,iTsyac,lPKSwe,rE6Mgd,tfTN8c,ws9Tlc,x60fie,yDVVkb,zG9H6c",window.document.cookie,set,"OTZ=5421713_56_56__56_;path=/;expires=Sat, 23 May 2020 01:53:05 GMT;secure",,2020-04-23T01:53:06.283Z
2,"https://gum.criteo.com/syncframe?topUrl=www.nytimes.com#{%22sid%22:{%22value%22:null,%22origin%22:0},%22uid%22:{%22value%22:null,%22origin%22:0},%22optout%22:{%22value%22:false,%22origin%22:0},%22bundle%22:{%22value%22:null,%22origin%22:0},%22lwid%22:{%22value%22:null,%22origin%22:0},%22tld%22:%22nytimes.com%22,%22cw%22:true,%22origin%22:%22rtus%22,%22topUrl%22:%22www.nytimes.com%22,%22rtusCallerId%22:321}",window.document.cookie,get,,,2020-04-23T01:53:06.302Z
2,"https://gum.criteo.com/syncframe?topUrl=www.nytimes.com#{%22sid%22:{%22value%22:null,%22origin%22:0},%22uid%22:{%22value%22:null,%22origin%22:0},%22optout%22:{%22value%22:false,%22origin%22:0},%22bundle%22:{%22value%22:null,%22origin%22:0},%22lwid%22:{%22value%22:null,%22origin%22:0},%22tld%22:%22nytimes.com%22,%22cw%22:true,%22origin%22:%22rtus%22,%22topUrl%22:%22www.nytimes.com%22,%22rtusCallerId%22:321}",window.document.cookie,get,,,2020-04-23T01:53:06.305Z
2,https://pay.google.com/gp/p/ui/payframe?origin=https://www.nytimes.com&mid=%{merchantId},window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T01:53:06.387Z
2,https://pay.google.com/gp/p/ui/payframe?origin=https://www.nytimes.com&mid=%{merchantId},window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T01:53:06.389Z
2,https://pay.google.com/gp/p/ui/payframe?origin=https://www.nytimes.com&mid=%{merchantId},window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T01:53:06.389Z
2,https://pay.google.com/gp/p/ui/payframe?origin=https://www.nytimes.com&mid=%{merchantId},window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T01:53:06.390Z
2,"https://www.gstatic.com/_/mss/boq-payments-consumer/_/js/k=boq-payments-consumer.InstantbuyFrontendBuyflowPayframeUi.en_US._dGCLq06Zdw.es5.O/am=Ag/d=1/excm=_b,_tp,payframeview/ed=1/dg=0/wt=2/ct=zgms/rs=AMitfrinFCUqX2jDxfw-JXc6WTS9jI_0OA/m=_b,_tp",window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T01:53:06.391Z
2,"https://www.gstatic.com/_/mss/boq-payments-consumer/_/js/k=boq-payments-consumer.InstantbuyFrontendBuyflowPayframeUi.en_US._dGCLq06Zdw.es5.O/am=Ag/d=1/excm=_b,_tp,payframeview/ed=1/dg=0/wt=2/ct=zgms/rs=AMitfrinFCUqX2jDxfw-JXc6WTS9jI_0OA/m=_b,_tp",window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T01:53:06.392Z
2,"https://www.gstatic.com/_/mss/boq-payments-consumer/_/js/k=boq-payments-consumer.InstantbuyFrontendBuyflowPayframeUi.en_US._dGCLq06Zdw.es5.O/am=Ag/d=1/excm=_b,_tp,payframeview/ed=1/dg=0/wt=2/ct=zgms/rs=AMitfrinFCUqX2jDxfw-JXc6WTS9jI_0OA/m=_b,_tp",window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T01:53:06.392Z
2,"https://www.gstatic.com/_/mss/boq-payments-consumer/_/js/k=boq-payments-consumer.InstantbuyFrontendBuyflowPayframeUi.en_US._dGCLq06Zdw.es5.O/am=Ag/d=1/excm=_b,_tp,payframeview/ed=1/dg=0/wt=2/ct=zgms/rs=AMitfrinFCUqX2jDxfw-JXc6WTS9jI_0OA/m=_b,_tp",window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T01:53:06.392Z
2,"https://www.gstatic.com/_/mss/boq-payments-consumer/_/js/k=boq-payments-consumer.InstantbuyFrontendBuyflowPayframeUi.en_US._dGCLq06Zdw.es5.O/am=Ag/d=1/excm=_b,_tp,payframeview/ed=1/dg=0/wt=2/ct=zgms/rs=AMitfrinFCUqX2jDxfw-JXc6WTS9jI_0OA/m=_b,_tp",window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T01:53:06.392Z
2,"https://www.gstatic.com/_/mss/boq-payments-consumer/_/js/k=boq-payments-consumer.InstantbuyFrontendBuyflowPayframeUi.en_US._dGCLq06Zdw.es5.O/am=Ag/d=1/excm=_b,_tp,payframeview/ed=1/dg=0/wt=2/ct=zgms/rs=AMitfrinFCUqX2jDxfw-JXc6WTS9jI_0OA/m=_b,_tp",window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T01:53:06.393Z
2,"https://www.gstatic.com/_/mss/boq-payments-consumer/_/js/k=boq-payments-consumer.InstantbuyFrontendBuyflowPayframeUi.en_US._dGCLq06Zdw.es5.O/am=Ag/d=1/excm=_b,_tp,payframeview/ed=1/dg=0/wt=2/ct=zgms/rs=AMitfrinFCUqX2jDxfw-JXc6WTS9jI_0OA/m=_b,_tp",window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T01:53:06.393Z
2,"https://www.gstatic.com/_/mss/boq-payments-consumer/_/js/k=boq-payments-consumer.InstantbuyFrontendBuyflowPayframeUi.en_US._dGCLq06Zdw.es5.O/am=Ag/d=1/excm=_b,_tp,payframeview/ed=1/dg=0/wt=2/ct=zgms/rs=AMitfrinFCUqX2jDxfw-JXc6WTS9jI_0OA/m=_b,_tp",window.navigator.product,get,Gecko,,2020-04-23T01:53:06.394Z
2,"https://www.gstatic.com/_/mss/boq-payments-consumer/_/js/k=boq-payments-consumer.InstantbuyFrontendBuyflowPayframeUi.en_US._dGCLq06Zdw.es5.O/ck=boq-payments-consumer.InstantbuyFrontendBuyflowPayframeUi.CnEaRiq4ZPA.L.F4.O/am=Ag/d=1/exm=_b,_tp,wmwg8b/excm=_b,_tp,payframeview/ed=1/wt=2/ct=zgms/rs=AMitfrhbDCS2mB-nKS_ZawgAhKTDvK-WCg/m=Das5Le,IZT63,NpD4ec,PrPYRd,Ru0Pgb,SF3gsd,Y2UGcc,ZyYHPb,hc6Ubd,p8L0ob,vfuNJf,ws9Tlc",window.document.referrer,get,https://www.nytimes.com/,,2020-04-23T01:53:06.394Z
2,"https://www.gstatic.com/_/mss/boq-payments-consumer/_/js/k=boq-payments-consumer.InstantbuyFrontendBuyflowPayframeUi.en_US._dGCLq06Zdw.es5.O/ck=boq-payments-consumer.InstantbuyFrontendBuyflowPayframeUi.CnEaRiq4ZPA.L.F4.O/am=Ag/d=1/exm=_b,_tp,wmwg8b/excm=_b,_tp,payframeview/ed=1/wt=2/ct=zgms/rs=AMitfrhbDCS2mB-nKS_ZawgAhKTDvK-WCg/m=Das5Le,IZT63,NpD4ec,PrPYRd,Ru0Pgb,SF3gsd,Y2UGcc,ZyYHPb,hc6Ubd,p8L0ob,vfuNJf,ws9Tlc",window.document.referrer,get,https://www.nytimes.com/,,2020-04-23T01:53:06.394Z
2,"https://www.gstatic.com/_/mss/boq-payments-consumer/_/js/k=boq-payments-consumer.InstantbuyFrontendBuyflowPayframeUi.en_US._dGCLq06Zdw.es5.O/ck=boq-payments-consumer.InstantbuyFrontendBuyflowPayframeUi.CnEaRiq4ZPA.L.F4.O/am=Ag/d=1/exm=_b,_tp,wmwg8b/excm=_b,_tp,payframeview/ed=1/wt=2/ct=zgms/rs=AMitfrhbDCS2mB-nKS_ZawgAhKTDvK-WCg/m=Das5Le,IZT63,NpD4ec,PrPYRd,Ru0Pgb,SF3gsd,Y2UGcc,ZyYHPb,hc6Ubd,p8L0ob,vfuNJf,ws9Tlc",window.localStorage,get,{},,2020-04-23T01:53:06.394Z
2,"https://www.gstatic.com/_/mss/boq-payments-consumer/_/js/k=boq-payments-consumer.InstantbuyFrontendBuyflowPayframeUi.en_US._dGCLq06Zdw.es5.O/ck=boq-payments-consumer.InstantbuyFrontendBuyflowPayframeUi.CnEaRiq4ZPA.L.F4.O/am=Ag/d=1/exm=_b,_tp,wmwg8b/excm=_b,_tp,payframeview/ed=1/wt=2/ct=zgms/rs=AMitfrhbDCS2mB-nKS_ZawgAhKTDvK-WCg/m=Das5Le,IZT63,NpD4ec,PrPYRd,Ru0Pgb,SF3gsd,Y2UGcc,ZyYHPb,hc6Ubd,p8L0ob,vfuNJf,ws9Tlc",window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T01:53:06.394Z
2,"https://www.gstatic.com/_/mss/boq-payments-consumer/_/js/k=boq-payments-consumer.InstantbuyFrontendBuyflowPayframeUi.en_US._dGCLq06Zdw.es5.O/ck=boq-payments-consumer.InstantbuyFrontendBuyflowPayframeUi.CnEaRiq4ZPA.L.F4.O/am=Ag/d=1/exm=_b,_tp,wmwg8b/excm=_b,_tp,payframeview/ed=1/wt=2/ct=zgms/rs=AMitfrhbDCS2mB-nKS_ZawgAhKTDvK-WCg/m=Das5Le,IZT63,NpD4ec,PrPYRd,Ru0Pgb,SF3gsd,Y2UGcc,ZyYHPb,hc6Ubd,p8L0ob,vfuNJf,ws9Tlc",window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T01:53:06.394Z
