visit_id,script_url,symbol,operation,value,arguments,time_stamp,temp,context_id
1,https://ssl.google-analytics.com/ga.js,window.document.cookie,get,__utma=41573937.1333442691.1588206754.1588206754.1588206754.1; __utmb=41573937.0.10.1588206754; __utmc=41573937; __utmz=41573937.1588206754.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none),,2020-04-30T00:32:34.512Z,google-analytics,1
1,https://ssl.google-analytics.com/ga.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-30T00:32:34.512Z,google-analytics,1
1,https://ssl.google-analytics.com/ga.js,window.document.cookie,set,"__utmt=1; path=/; expires=Thu, 30 Apr 2020 00:42:34 GMT; domain=berkeley.edu;",,2020-04-30T00:32:34.513Z,google-analytics,1
1,https://ssl.google-analytics.com/ga.js,window.document.cookie,get,__utma=41573937.1333442691.1588206754.1588206754.1588206754.1; __utmb=41573937.0.10.1588206754; __utmc=41573937; __utmz=41573937.1588206754.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1,,2020-04-30T00:32:34.513Z,google-analytics,1
1,https://ssl.google-analytics.com/ga.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-30T00:32:34.513Z,google-analytics,1
1,https://ssl.google-analytics.com/ga.js,window.document.cookie,get,__utma=41573937.1333442691.1588206754.1588206754.1588206754.1; __utmb=41573937.0.10.1588206754; __utmc=41573937; __utmz=41573937.1588206754.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1,,2020-04-30T00:32:34.514Z,google-analytics,1
1,https://ssl.google-analytics.com/ga.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-30T00:32:34.514Z,google-analytics,1
1,https://ssl.google-analytics.com/ga.js,window.document.cookie,set,"__utma=41573937.1333442691.1588206754.1588206754.1588206754.1; path=/; expires=Sat, 30 Apr 2022 00:32:34 GMT; domain=berkeley.edu;",,2020-04-30T00:32:34.515Z,google-analytics,1
1,https://ssl.google-analytics.com/ga.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-30T00:32:34.516Z,google-analytics,1
1,https://ssl.google-analytics.com/ga.js,window.document.cookie,set,"__utmb=41573937.1.10.1588206754; path=/; expires=Thu, 30 Apr 2020 01:02:34 GMT; domain=berkeley.edu;",,2020-04-30T00:32:34.516Z,google-analytics,1
1,https://ssl.google-analytics.com/ga.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-30T00:32:34.516Z,google-analytics,1
1,https://ssl.google-analytics.com/ga.js,window.document.cookie,set,__utmc=41573937; path=/; domain=berkeley.edu;,,2020-04-30T00:32:34.516Z,google-analytics,1
1,https://ssl.google-analytics.com/ga.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-30T00:32:34.517Z,google-analytics,1
1,https://ssl.google-analytics.com/ga.js,window.document.cookie,set,"__utmz=41573937.1588206754.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); path=/; expires=Thu, 29 Oct 2020 12:32:34 GMT; domain=berkeley.edu;",,2020-04-30T00:32:34.517Z,google-analytics,1
1,https://ssl.google-analytics.com/ga.js,window.document.cookie,set,"__utmv=; path=/; expires=Thu, 30 Apr 2020 00:32:34 GMT; domain=berkeley.edu;",,2020-04-30T00:32:34.518Z,google-analytics,1
1,https://ssl.google-analytics.com/ga.js,window.document.cookie,get,__utma=41573937.1333442691.1588206754.1588206754.1588206754.1; __utmc=41573937; __utmz=41573937.1588206754.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1588206754,,2020-04-30T00:32:34.518Z,google-analytics,1
1,https://ssl.google-analytics.com/ga.js,window.document.cookie,get,__utma=41573937.1333442691.1588206754.1588206754.1588206754.1; __utmc=41573937; __utmz=41573937.1588206754.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1588206754,,2020-04-30T00:32:34.518Z,google-analytics,1
1,https://ssl.google-analytics.com/ga.js,window.document.cookie,get,__utma=41573937.1333442691.1588206754.1588206754.1588206754.1; __utmc=41573937; __utmz=41573937.1588206754.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1588206754,,2020-04-30T00:32:34.518Z,google-analytics,1
1,https://ssl.google-analytics.com/ga.js,window.document.cookie,get,__utma=41573937.1333442691.1588206754.1588206754.1588206754.1; __utmc=41573937; __utmz=41573937.1588206754.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1588206754,,2020-04-30T00:32:34.519Z,google-analytics,1
1,https://ssl.google-analytics.com/ga.js,window.document.cookie,get,__utma=41573937.1333442691.1588206754.1588206754.1588206754.1; __utmc=41573937; __utmz=41573937.1588206754.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1588206754,,2020-04-30T00:32:34.519Z,google-analytics,1
1,https://connect.facebook.net/en_UK/all.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-30T00:32:34.519Z,facebook,1
1,https://siteimproveanalytics.com/js/siteanalyze_8343.js,window.document.referrer,get,,,2020-04-30T00:32:34.520Z,com/js/siteanalyze_8343,1
1,https://siteimproveanalytics.com/js/siteanalyze_8343.js,window.document.referrer,get,,,2020-04-30T00:32:34.521Z,com/js/siteanalyze_8343,1
1,https://siteimproveanalytics.com/js/siteanalyze_8343.js,window.document.cookie,get,__utma=41573937.1333442691.1588206754.1588206754.1588206754.1; __utmc=41573937; __utmz=41573937.1588206754.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1588206754,,2020-04-30T00:32:34.521Z,com/js/siteanalyze_8343,1
1,https://siteimproveanalytics.com/js/siteanalyze_8343.js,window.document.cookie,get,__utma=41573937.1333442691.1588206754.1588206754.1588206754.1; __utmc=41573937; __utmz=41573937.1588206754.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1588206754,,2020-04-30T00:32:34.521Z,com/js/siteanalyze_8343,1
1,https://siteimproveanalytics.com/js/siteanalyze_8343.js,window.document.cookie,get,__utma=41573937.1333442691.1588206754.1588206754.1588206754.1; __utmc=41573937; __utmz=41573937.1588206754.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1588206754,,2020-04-30T00:32:34.521Z,com/js/siteanalyze_8343,1
1,https://siteimproveanalytics.com/js/siteanalyze_8343.js,window.document.cookie,get,__utma=41573937.1333442691.1588206754.1588206754.1588206754.1; __utmc=41573937; __utmz=41573937.1588206754.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1588206754,,2020-04-30T00:32:34.524Z,com/js/siteanalyze_8343,1
1,https://siteimproveanalytics.com/js/siteanalyze_8343.js,window.document.cookie,get,__utma=41573937.1333442691.1588206754.1588206754.1588206754.1; __utmc=41573937; __utmz=41573937.1588206754.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1588206754,,2020-04-30T00:32:34.524Z,com/js/siteanalyze_8343,1
1,https://siteimproveanalytics.com/js/siteanalyze_8343.js,window.document.cookie,get,__utma=41573937.1333442691.1588206754.1588206754.1588206754.1; __utmc=41573937; __utmz=41573937.1588206754.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1588206754,,2020-04-30T00:32:34.525Z,com/js/siteanalyze_8343,1
1,https://siteimproveanalytics.com/js/siteanalyze_8343.js,window.document.cookie,set,"nmstat=1588206815313; expires=Wed, 25 Jan 2023 00:32:34 GMT; path=/; domain=www.berkeley.edu; samesite=lax",,2020-04-30T00:32:34.525Z,com/js/siteanalyze_8343,1
1,https://s.ytimg.com/yts/jsbin/www-widgetapi-vflrtdDSb/www-widgetapi.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-30T00:32:34.525Z,ytimg,1
1,https://s.ytimg.com/yts/jsbin/www-widgetapi-vflrtdDSb/www-widgetapi.js,window.localStorage,get,{},,2020-04-30T00:32:34.525Z,ytimg,1
1,https://s.ytimg.com/yts/jsbin/www-widgetapi-vflrtdDSb/www-widgetapi.js,window.Storage.setItem,call,,"[""__sak"",""1""]",2020-04-30T00:32:34.526Z,ytimg,1
1,https://s.ytimg.com/yts/jsbin/www-widgetapi-vflrtdDSb/www-widgetapi.js,window.Storage.removeItem,call,,"[""__sak""]",2020-04-30T00:32:34.527Z,ytimg,1
1,https://connect.facebook.net/en_US/all.js?hash=8265fc6d75951002b9f18822d4fb9aec,window.name,get,,,2020-04-30T00:32:34.528Z,facebook,1
1,https://connect.facebook.net/en_US/all.js?hash=8265fc6d75951002b9f18822d4fb9aec,window.name,get,,,2020-04-30T00:32:34.528Z,facebook,1
1,https://connect.facebook.net/en_US/all.js?hash=8265fc6d75951002b9f18822d4fb9aec,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-30T00:32:34.528Z,facebook,1
1,https://connect.facebook.net/en_US/all.js?hash=8265fc6d75951002b9f18822d4fb9aec,window.document.cookie,get,__utma=41573937.1333442691.1588206754.1588206754.1588206754.1; __utmc=41573937; __utmz=41573937.1588206754.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1588206754; nmstat=1588206815313,,2020-04-30T00:32:34.528Z,facebook,1
1,https://connect.facebook.net/en_US/all.js?hash=8265fc6d75951002b9f18822d4fb9aec,window.document.referrer,get,,,2020-04-30T00:32:34.528Z,facebook,1
1,https://connect.facebook.net/en_US/all.js?hash=8265fc6d75951002b9f18822d4fb9aec,window.localStorage,get,{},,2020-04-30T00:32:34.529Z,facebook,1
1,https://connect.facebook.net/en_US/all.js?hash=8265fc6d75951002b9f18822d4fb9aec,window.Storage.setItem,call,,"[""__test__1588206754401"",""""]",2020-04-30T00:32:34.530Z,facebook,1
1,https://connect.facebook.net/en_US/all.js?hash=8265fc6d75951002b9f18822d4fb9aec,window.Storage.removeItem,call,,"[""__test__1588206754401""]",2020-04-30T00:32:34.530Z,facebook,1
1,https://connect.facebook.net/en_US/all.js?hash=8265fc6d75951002b9f18822d4fb9aec,window.Storage.getItem,call,,"[""fblst_290984014442671""]",2020-04-30T00:32:34.530Z,facebook,1
1,https://connect.facebook.net/en_US/all.js?hash=8265fc6d75951002b9f18822d4fb9aec,window.localStorage,get,{},,2020-04-30T00:32:34.707Z,facebook,1
1,https://connect.facebook.net/en_US/all.js?hash=8265fc6d75951002b9f18822d4fb9aec,window.Storage.removeItem,call,,"[""fblst_290984014442671""]",2020-04-30T00:32:34.707Z,facebook,1
2,https://www.google-analytics.com/analytics.js,window.document.referrer,get,,,2020-04-30T00:32:58.349Z,google-analytics,1
2,https://www.google-analytics.com/analytics.js,window.document.referrer,get,,,2020-04-30T00:32:58.350Z,google-analytics,1
2,https://www.google-analytics.com/analytics.js,window.screen.colorDepth,get,24,,2020-04-30T00:32:58.350Z,google-analytics,1
2,https://www.google-analytics.com/analytics.js,window.navigator.plugins[Shockwave Flash].name,get,Shockwave Flash,,2020-04-30T00:32:58.350Z,google-analytics,1
2,https://www.google-analytics.com/analytics.js,window.navigator.plugins[Shockwave Flash].description,get,Shockwave Flash 32.0 r0,,2020-04-30T00:32:58.351Z,google-analytics,1
2,https://www.google-analytics.com/analytics.js,window.navigator.language,get,en-US,,2020-04-30T00:32:58.351Z,google-analytics,1
2,https://www.google-analytics.com/analytics.js,window.document.cookie,get,__utma=41573937.1333442691.1588206754.1588206754.1588206754.1; __utmc=41573937; __utmz=41573937.1588206754.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1588206754; has_js=1,,2020-04-30T00:32:58.351Z,google-analytics,1
2,https://www.google-analytics.com/analytics.js,window.document.cookie,get,__utma=41573937.1333442691.1588206754.1588206754.1588206754.1; __utmc=41573937; __utmz=41573937.1588206754.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1588206754; has_js=1,,2020-04-30T00:32:58.352Z,google-analytics,1
2,https://www.google-analytics.com/analytics.js,window.document.cookie,get,__utma=41573937.1333442691.1588206754.1588206754.1588206754.1; __utmc=41573937; __utmz=41573937.1588206754.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1588206754; has_js=1,,2020-04-30T00:32:58.353Z,google-analytics,1
2,https://www.google-analytics.com/analytics.js,window.document.cookie,get,__utma=41573937.1333442691.1588206754.1588206754.1588206754.1; __utmc=41573937; __utmz=41573937.1588206754.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1588206754; has_js=1,,2020-04-30T00:32:58.354Z,google-analytics,1
2,https://www.google-analytics.com/analytics.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-30T00:32:58.354Z,google-analytics,1
2,https://www.google-analytics.com/analytics.js,window.document.cookie,get,__utma=41573937.1333442691.1588206754.1588206754.1588206754.1; __utmc=41573937; __utmz=41573937.1588206754.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1588206754; has_js=1,,2020-04-30T00:32:58.355Z,google-analytics,1
2,https://www.google-analytics.com/analytics.js,window.document.cookie,get,__utma=41573937.1333442691.1588206754.1588206754.1588206754.1; __utmc=41573937; __utmz=41573937.1588206754.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1588206754; has_js=1,,2020-04-30T00:32:58.355Z,google-analytics,1
2,https://www.google-analytics.com/analytics.js,window.document.referrer,get,,,2020-04-30T00:32:58.355Z,google-analytics,1
2,https://www.google-analytics.com/analytics.js,window.document.cookie,get,__utma=41573937.1333442691.1588206754.1588206754.1588206754.1; __utmc=41573937; __utmz=41573937.1588206754.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1588206754; has_js=1,,2020-04-30T00:32:58.355Z,google-analytics,1
2,https://www.google-analytics.com/analytics.js,window.document.cookie,get,__utma=41573937.1333442691.1588206754.1588206754.1588206754.1; __utmc=41573937; __utmz=41573937.1588206754.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1588206754; has_js=1,,2020-04-30T00:32:58.356Z,google-analytics,1
2,https://www.google-analytics.com/analytics.js,window.document.cookie,set,"_ga=GA1.2.1333442691.1588206754; path=/; expires=Sat, 30 Apr 2022 00:32:58 GMT; domain=berkeley.edu;",,2020-04-30T00:32:58.356Z,google-analytics,1
2,https://www.google-analytics.com/analytics.js,window.document.cookie,get,__utma=41573937.1333442691.1588206754.1588206754.1588206754.1; __utmc=41573937; __utmz=41573937.1588206754.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1588206754; has_js=1; _ga=GA1.2.1333442691.1588206754,,2020-04-30T00:32:58.356Z,google-analytics,1
2,https://www.google-analytics.com/analytics.js,window.document.cookie,get,__utma=41573937.1333442691.1588206754.1588206754.1588206754.1; __utmc=41573937; __utmz=41573937.1588206754.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1588206754; has_js=1; _ga=GA1.2.1333442691.1588206754,,2020-04-30T00:32:58.357Z,google-analytics,1
2,https://www.google-analytics.com/analytics.js,window.document.cookie,get,__utma=41573937.1333442691.1588206754.1588206754.1588206754.1; __utmc=41573937; __utmz=41573937.1588206754.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1588206754; has_js=1; _ga=GA1.2.1333442691.1588206754,,2020-04-30T00:32:58.357Z,google-analytics,1
2,https://www.google-analytics.com/analytics.js,window.document.cookie,set,"_gid=GA1.2.215891332.1588206778; path=/; expires=Fri, 01 May 2020 00:32:58 GMT; domain=berkeley.edu;",,2020-04-30T00:32:58.358Z,google-analytics,1
2,https://www.google-analytics.com/analytics.js,window.document.cookie,get,__utma=41573937.1333442691.1588206754.1588206754.1588206754.1; __utmc=41573937; __utmz=41573937.1588206754.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1588206754; has_js=1; _ga=GA1.2.1333442691.1588206754; _gid=GA1.2.215891332.1588206778,,2020-04-30T00:32:58.358Z,google-analytics,1
2,https://www.google-analytics.com/analytics.js,window.document.cookie,get,__utma=41573937.1333442691.1588206754.1588206754.1588206754.1; __utmc=41573937; __utmz=41573937.1588206754.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1588206754; has_js=1; _ga=GA1.2.1333442691.1588206754; _gid=GA1.2.215891332.1588206778,,2020-04-30T00:32:58.358Z,google-analytics,1
2,https://www.google-analytics.com/analytics.js,window.document.cookie,get,__utma=41573937.1333442691.1588206754.1588206754.1588206754.1; __utmc=41573937; __utmz=41573937.1588206754.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1588206754; has_js=1; _ga=GA1.2.1333442691.1588206754; _gid=GA1.2.215891332.1588206778,,2020-04-30T00:32:58.359Z,google-analytics,1
2,https://www.google-analytics.com/analytics.js,window.document.cookie,get,__utma=41573937.1333442691.1588206754.1588206754.1588206754.1; __utmc=41573937; __utmz=41573937.1588206754.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1588206754; has_js=1; _ga=GA1.2.1333442691.1588206754; _gid=GA1.2.215891332.1588206778,,2020-04-30T00:32:58.359Z,google-analytics,1
2,https://www.google-analytics.com/analytics.js,window.document.cookie,get,__utma=41573937.1333442691.1588206754.1588206754.1588206754.1; __utmc=41573937; __utmz=41573937.1588206754.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1588206754; has_js=1; _ga=GA1.2.1333442691.1588206754; _gid=GA1.2.215891332.1588206778,,2020-04-30T00:32:58.360Z,google-analytics,1
2,https://www.google-analytics.com/analytics.js,window.document.cookie,get,__utma=41573937.1333442691.1588206754.1588206754.1588206754.1; __utmc=41573937; __utmz=41573937.1588206754.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1588206754; has_js=1; _ga=GA1.2.1333442691.1588206754; _gid=GA1.2.215891332.1588206778,,2020-04-30T00:32:58.360Z,google-analytics,1
2,https://www.google-analytics.com/analytics.js,window.document.cookie,get,__utma=41573937.1333442691.1588206754.1588206754.1588206754.1; __utmc=41573937; __utmz=41573937.1588206754.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1588206754; has_js=1; _ga=GA1.2.1333442691.1588206754; _gid=GA1.2.215891332.1588206778,,2020-04-30T00:32:58.360Z,google-analytics,1
2,https://www.google-analytics.com/analytics.js,window.document.cookie,get,__utma=41573937.1333442691.1588206754.1588206754.1588206754.1; __utmc=41573937; __utmz=41573937.1588206754.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1588206754; has_js=1; _ga=GA1.2.1333442691.1588206754; _gid=GA1.2.215891332.1588206778,,2020-04-30T00:32:58.361Z,google-analytics,1
2,https://www.google-analytics.com/analytics.js,window.document.cookie,set,"_gat=1; path=/; expires=Thu, 30 Apr 2020 00:33:58 GMT; domain=berkeley.edu;",,2020-04-30T00:32:58.361Z,google-analytics,1
2,https://www.google-analytics.com/analytics.js,window.document.cookie,get,__utma=41573937.1333442691.1588206754.1588206754.1588206754.1; __utmc=41573937; __utmz=41573937.1588206754.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1588206754; has_js=1; _ga=GA1.2.1333442691.1588206754; _gid=GA1.2.215891332.1588206778; _gat=1,,2020-04-30T00:32:58.361Z,google-analytics,1
2,https://www.google-analytics.com/analytics.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-30T00:32:58.361Z,google-analytics,1
3,https://use.typekit.net/zpy2xov.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-30T00:33:22.971Z,typekit,1
3,https://use.typekit.net/zpy2xov.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-30T00:33:22.973Z,typekit,1
