visit_id,name,value,time_stamp,type
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:03.117Z,set
1,nyt-gdpr,0,2020-04-23T01:40:03.118Z,set
1,nyt-purr,cfhhcfh,2020-04-23T01:40:03.118Z,set
1,nyt-geo,US,2020-04-23T01:40:03.119Z,set
1,sessionActive,true,2020-04-23T01:40:03.669Z,set
1,sessionIndex,1|1587606003447|wb94G3hGddL8COpQIeiBqE|1587606003447|true,2020-04-23T01:40:03.670Z,set
1,mnet_session_depth,1%7C1587606004584,2020-04-23T01:40:04.587Z,set
1,nyt-gdpr,0,2020-04-23T01:40:04.591Z,set
1,nyt-gdpr,0,2020-04-23T01:40:04.591Z,set
1,nyt-gdpr,0,2020-04-23T01:40:05.096Z,set
1,nyt-gdpr,0,2020-04-23T01:40:05.100Z,set
1,nyt-m,1BE1B8CEE5BB84315CE2BFD4EB553744&ira=i.0&imv=i.0&n=i.2&vr=l.4.0.0.0.0&imu=i.1&uuid=s.435bba6d-887d-48ca-a988-2e2c8f55ee9c&t=i.1&e=i.1588291200&iub=i.0&iga=i.0&er=i.1587606005&ft=i.0&igu=i.1&ier=i.0&ird=i.0&iir=i.0&s=s.core&g=i.0&fv=i.0&prt=i.0&igd=i.0&v=i.0&pr=l.4.0.0.0.0&ifv=i.0&rc=i.0&cav=i.0&iue=i.0&igf=i.0&iru=i.0&ica=i.0&vp=i.0,2020-04-23T01:40:05.820Z,set
1,purr-cache,<K0<r<C_<G_<S0,2020-04-23T01:40:05.970Z,set
1,jkidd-s,referrer=&landing=&start=1587606005929&isNew=1&pageIndex=1,2020-04-23T01:40:06.004Z,set
1,jkidd-p,prevPage=&currPage=,2020-04-23T01:40:06.004Z,set
1,nyt-jkidd,uid=0&lastRequest=1587606005929&activeDays=%5B0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C1%5D&adv=1&a7dv=1&a14dv=1&a21dv=1&lastKnownType=anon,2020-04-23T01:40:06.004Z,set
1,b2b_cig_opt,%7B%22isCorpUser%22:false%7D,2020-04-23T01:40:06.005Z,set
1,edu_cig_opt,%7B%22isEduUser%22:false%7D,2020-04-23T01:40:06.006Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:06.336Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:06.336Z,set
1,sessionActive,true,2020-04-23T01:40:06.336Z,set
1,sessionActive,true,2020-04-23T01:40:06.337Z,set
1,et-a1,%257B%2522agentId%2522%253A%2522wb94G3hGddL8COpQIeiBqE%2522%252C%2522agentStarted%2522%253A1587606006367%252C%2522sessionIndex%2522%253A1%252C%2522sessionStarted%2522%253A1587606006367%252C%2522lastModified%2522%253A1587606006374%252C%2522lastUpdate%2522%253A1587606006367%257D,2020-04-23T01:40:06.396Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:06.397Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:06.397Z,set
1,cto_write_test,testWrite,2020-04-23T01:40:06.655Z,set
1,cto_write_test,testWrite,2020-04-23T01:40:06.655Z,set
1,et-a1,%257B%2522agentId%2522%253A%2522wb94G3hGddL8COpQIeiBqE%2522%252C%2522agentStarted%2522%253A1587606006367%252C%2522sessionIndex%2522%253A1%252C%2522sessionStarted%2522%253A1587606006367%252C%2522lastModified%2522%253A1587606006646%252C%2522lastUpdate%2522%253A1587606006646%257D,2020-04-23T01:40:06.659Z,set
1,et-a1,%257B%2522agentId%2522%253A%2522wb94G3hGddL8COpQIeiBqE%2522%252C%2522agentStarted%2522%253A1587606006367%252C%2522sessionIndex%2522%253A1%252C%2522sessionStarted%2522%253A1587606006367%252C%2522lastModified%2522%253A1587606006646%252C%2522lastUpdate%2522%253A1587606006646%257D,2020-04-23T01:40:06.659Z,set
1,nyt-check3pc,true,2020-04-23T01:40:07.004Z,set
1,cto_tld_test,test,2020-04-23T01:40:07.070Z,set
1,cto_tld_test,test,2020-04-23T01:40:07.074Z,set
1,et-a1,%257B%2522agentId%2522%253A%2522wb94G3hGddL8COpQIeiBqE%2522%252C%2522agentStarted%2522%253A1587606006367%252C%2522sessionIndex%2522%253A1%252C%2522sessionStarted%2522%253A1587606006367%252C%2522lastModified%2522%253A1587606007140%252C%2522lastUpdate%2522%253A1587606007140%257D,2020-04-23T01:40:07.153Z,set
1,et-a1,%257B%2522agentId%2522%253A%2522wb94G3hGddL8COpQIeiBqE%2522%252C%2522agentStarted%2522%253A1587606006367%252C%2522sessionIndex%2522%253A1%252C%2522sessionStarted%2522%253A1587606006367%252C%2522lastModified%2522%253A1587606007140%252C%2522lastUpdate%2522%253A1587606007140%257D,2020-04-23T01:40:07.155Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:07.155Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:07.155Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:07.215Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:07.216Z,set
1,sessionActive,true,2020-04-23T01:40:07.216Z,set
1,sessionActive,true,2020-04-23T01:40:07.216Z,set
1,et-a1,%257B%2522agentId%2522%253A%2522wb94G3hGddL8COpQIeiBqE%2522%252C%2522agentStarted%2522%253A1587606006367%252C%2522sessionIndex%2522%253A1%252C%2522sessionStarted%2522%253A1587606006367%252C%2522lastModified%2522%253A1587606007253%252C%2522lastUpdate%2522%253A1587606007253%257D,2020-04-23T01:40:07.269Z,set
1,et-a1,%257B%2522agentId%2522%253A%2522wb94G3hGddL8COpQIeiBqE%2522%252C%2522agentStarted%2522%253A1587606006367%252C%2522sessionIndex%2522%253A1%252C%2522sessionStarted%2522%253A1587606006367%252C%2522lastModified%2522%253A1587606007253%252C%2522lastUpdate%2522%253A1587606007253%257D,2020-04-23T01:40:07.270Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:07.270Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:07.271Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:07.311Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:07.311Z,set
1,et-a1,%257B%2522agentId%2522%253A%2522wb94G3hGddL8COpQIeiBqE%2522%252C%2522agentStarted%2522%253A1587606006367%252C%2522sessionIndex%2522%253A1%252C%2522sessionStarted%2522%253A1587606006367%252C%2522lastModified%2522%253A1587606007566%252C%2522lastUpdate%2522%253A1587606007566%257D,2020-04-23T01:40:07.584Z,set
1,et-a1,%257B%2522agentId%2522%253A%2522wb94G3hGddL8COpQIeiBqE%2522%252C%2522agentStarted%2522%253A1587606006367%252C%2522sessionIndex%2522%253A1%252C%2522sessionStarted%2522%253A1587606006367%252C%2522lastModified%2522%253A1587606007566%252C%2522lastUpdate%2522%253A1587606007566%257D,2020-04-23T01:40:07.585Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:07.585Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:07.585Z,set
1,et-a1,%257B%2522agentId%2522%253A%2522wb94G3hGddL8COpQIeiBqE%2522%252C%2522agentStarted%2522%253A1587606006367%252C%2522sessionIndex%2522%253A1%252C%2522sessionStarted%2522%253A1587606006367%252C%2522lastModified%2522%253A1587606007577%252C%2522lastUpdate%2522%253A1587606007577%257D,2020-04-23T01:40:07.590Z,set
1,et-a1,%257B%2522agentId%2522%253A%2522wb94G3hGddL8COpQIeiBqE%2522%252C%2522agentStarted%2522%253A1587606006367%252C%2522sessionIndex%2522%253A1%252C%2522sessionStarted%2522%253A1587606006367%252C%2522lastModified%2522%253A1587606007577%252C%2522lastUpdate%2522%253A1587606007577%257D,2020-04-23T01:40:07.591Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:07.640Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:07.640Z,set
1,_gcl_au,1.1.1119783170.1587606008,2020-04-23T01:40:08.066Z,set
1,et-a1,%257B%2522agentId%2522%253A%2522wb94G3hGddL8COpQIeiBqE%2522%252C%2522agentStarted%2522%253A1587606006367%252C%2522sessionIndex%2522%253A1%252C%2522sessionStarted%2522%253A1587606006367%252C%2522lastModified%2522%253A1587606008057%252C%2522lastUpdate%2522%253A1587606008057%257D,2020-04-23T01:40:08.083Z,set
1,et-a1,%257B%2522agentId%2522%253A%2522wb94G3hGddL8COpQIeiBqE%2522%252C%2522agentStarted%2522%253A1587606006367%252C%2522sessionIndex%2522%253A1%252C%2522sessionStarted%2522%253A1587606006367%252C%2522lastModified%2522%253A1587606008057%252C%2522lastUpdate%2522%253A1587606008057%257D,2020-04-23T01:40:08.083Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:08.083Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:08.084Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:08.350Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:08.350Z,set
1,sessionActive,true,2020-04-23T01:40:08.350Z,set
1,sessionActive,true,2020-04-23T01:40:08.350Z,set
1,walley,GA1.2.1416284030.1587606008,2020-04-23T01:40:08.380Z,set
1,walley_gid,GA1.2.1833667226.1587606008,2020-04-23T01:40:08.382Z,set
1,_gat_UA-58630905-2,1,2020-04-23T01:40:08.384Z,set
1,et-a1,%257B%2522agentId%2522%253A%2522wb94G3hGddL8COpQIeiBqE%2522%252C%2522agentStarted%2522%253A1587606006367%252C%2522sessionIndex%2522%253A1%252C%2522sessionStarted%2522%253A1587606006367%252C%2522lastModified%2522%253A1587606008479%252C%2522lastUpdate%2522%253A1587606008479%257D,2020-04-23T01:40:08.575Z,set
1,et-a1,%257B%2522agentId%2522%253A%2522wb94G3hGddL8COpQIeiBqE%2522%252C%2522agentStarted%2522%253A1587606006367%252C%2522sessionIndex%2522%253A1%252C%2522sessionStarted%2522%253A1587606006367%252C%2522lastModified%2522%253A1587606008479%252C%2522lastUpdate%2522%253A1587606008479%257D,2020-04-23T01:40:08.575Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:08.575Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:08.579Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:08.612Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:08.612Z,set
1,_cb_ls,1,2020-04-23T01:40:08.647Z,set
1,_cb,DFUA0qC85QVtCt5bWQ,2020-04-23T01:40:08.650Z,set
1,_chartbeat2,.1587606008608.1587606008608.1.03cEgynxr2BYv1swCJcTUUBNKs2k.1,2020-04-23T01:40:08.650Z,set
1,_cb_svref,,2020-04-23T01:40:08.651Z,set
1,cto_bundle,_scr6V9vMDJwMzZ5VlNnWmtnTzJGZXF5NDFaWGhUYXYlMkZHMjZuYXRFa3YyN21BRWU4RkNsdHJucEM1TEklMkJZeWJtQVBtd2t2UzJVZzVZcGQxVklQSzhYRW1aYm5UJTJCRExlYVliY0JwOGZsNklHZ1pjVGZuTlJTaml1dHozNnJMZkU2NjZWQQ,2020-04-23T01:40:08.904Z,set
1,GoogleAdServingTest,Good,2020-04-23T01:40:08.958Z,set
1,GoogleAdServingTest,Good,2020-04-23T01:40:08.961Z,set
1,et-a1,%257B%2522agentId%2522%253A%2522wb94G3hGddL8COpQIeiBqE%2522%252C%2522agentStarted%2522%253A1587606006367%252C%2522sessionIndex%2522%253A1%252C%2522sessionStarted%2522%253A1587606006367%252C%2522lastModified%2522%253A1587606009235%252C%2522lastUpdate%2522%253A1587606009234%257D,2020-04-23T01:40:09.252Z,set
1,et-a1,%257B%2522agentId%2522%253A%2522wb94G3hGddL8COpQIeiBqE%2522%252C%2522agentStarted%2522%253A1587606006367%252C%2522sessionIndex%2522%253A1%252C%2522sessionStarted%2522%253A1587606006367%252C%2522lastModified%2522%253A1587606009235%252C%2522lastUpdate%2522%253A1587606009234%257D,2020-04-23T01:40:09.252Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:09.252Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:09.253Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:09.350Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:09.351Z,set
1,sessionActive,true,2020-04-23T01:40:09.352Z,set
1,sessionActive,true,2020-04-23T01:40:09.353Z,set
1,et-a1,%257B%2522agentId%2522%253A%2522wb94G3hGddL8COpQIeiBqE%2522%252C%2522agentStarted%2522%253A1587606006367%252C%2522sessionIndex%2522%253A1%252C%2522sessionStarted%2522%253A1587606006367%252C%2522lastModified%2522%253A1587606009391%252C%2522lastUpdate%2522%253A1587606009391%257D,2020-04-23T01:40:09.416Z,set
1,et-a1,%257B%2522agentId%2522%253A%2522wb94G3hGddL8COpQIeiBqE%2522%252C%2522agentStarted%2522%253A1587606006367%252C%2522sessionIndex%2522%253A1%252C%2522sessionStarted%2522%253A1587606006367%252C%2522lastModified%2522%253A1587606009391%252C%2522lastUpdate%2522%253A1587606009391%257D,2020-04-23T01:40:09.416Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:09.416Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:09.417Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:09.481Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:09.482Z,set
1,iter_id,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhaWQiOiI1ZWEwZjFmOWJlNGQwYzAwMDFiYTM3MzciLCJjb21wYW55X2lkIjoiNWMwOThiM2QxNjU0YzEwMDAxMmM2OGY5IiwiaWF0IjoxNTg3NjA2MDA5fQ.EgC75XzYxnFoX-5LsI__QQviEIrhfK9hR8o8_EGj7Us,2020-04-23T01:40:11.751Z,set
1,__gads,ID=025ed650cc944343:T=1587606009:S=ALNI_MauHcXX4vz8ELQav3DOR5REkLtCrQ,2020-04-23T01:40:11.769Z,set
1,__gads,ID=c87d6359d38d3cef:T=1587606009:S=ALNI_MZttbUdP5XABONDS24SfYuOIqtPAQ,2020-04-23T01:40:11.901Z,set
1,__gads,ID=c87d6359d38d3cef:T=1587606009:S=ALNI_MZttbUdP5XABONDS24SfYuOIqtPAQ,2020-04-23T01:40:11.901Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:12.424Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:12.425Z,set
1,sessionActive,true,2020-04-23T01:40:12.426Z,set
1,sessionActive,true,2020-04-23T01:40:12.426Z,set
1,nyt-gdpr,0,2020-04-23T01:40:13.440Z,set
1,nyt-gdpr,0,2020-04-23T01:40:13.441Z,set
1,nyt-gdpr,0,2020-04-23T01:40:14.184Z,set
1,nyt-gdpr,0,2020-04-23T01:40:14.185Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:16.183Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:16.184Z,set
1,sessionActive,true,2020-04-23T01:40:16.186Z,set
1,sessionActive,true,2020-04-23T01:40:16.187Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:21.184Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:21.184Z,set
1,sessionActive,true,2020-04-23T01:40:21.184Z,set
1,sessionActive,true,2020-04-23T01:40:21.185Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:26.187Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:26.188Z,set
1,sessionActive,true,2020-04-23T01:40:26.188Z,set
1,sessionActive,true,2020-04-23T01:40:26.189Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:31.198Z,set
1,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:31.198Z,set
1,sessionActive,true,2020-04-23T01:40:31.198Z,set
1,sessionActive,true,2020-04-23T01:40:31.198Z,set
1,_chartbeat5,"1181,103,nytimes.com%2F,https%3A%2F%2Fwww.nytimes.com%2Fvideo,_XolQDKqjB0D9TM-lDYf62BwPbp_,,c,Dctc9hDl26kzBJEx2hBczmOfiwdkI,nytimes.com,",2020-04-23T01:40:31.472Z,set
1,nyt-gdpr,0,2020-04-23T01:40:31.556Z,set
1,nyt-gdpr,0,2020-04-23T01:40:31.557Z,set
1,nyt-purr,cfhhcfh,2020-04-23T01:40:31.558Z,set
1,nyt-purr,cfhhcfh,2020-04-23T01:40:31.558Z,set
1,_chartbeat4,t=Dt_P9k5wJKwlCkEIMNJhVCY_xRC&E=5&x=0&c=0.38&y=2931&w=694,2020-04-23T01:40:31.568Z,set
1,mnet_session_depth,2%7C1587606004584,2020-04-23T01:40:32.792Z,set
1,mnet_session_depth,2%7C1587606004584,2020-04-23T01:40:32.792Z,set
1,nyt-gdpr,0,2020-04-23T01:40:33.462Z,set
1,nyt-gdpr,0,2020-04-23T01:40:33.463Z,set
1,purr-cache,<K0<r<C_<G_<S0,2020-04-23T01:40:33.536Z,set
1,purr-cache,<K0<r<C_<G_<S0,2020-04-23T01:40:33.536Z,set
1,jkidd-s,referrer=&landing=&start=1587606005929&isNew=0&pageIndex=2,2020-04-23T01:40:33.589Z,set
1,jkidd-s,referrer=&landing=&start=1587606005929&isNew=0&pageIndex=2,2020-04-23T01:40:33.590Z,set
1,jkidd-p,prevPage=&currPage=,2020-04-23T01:40:33.591Z,set
1,jkidd-p,prevPage=&currPage=,2020-04-23T01:40:33.591Z,set
1,nyt-jkidd,uid=0&lastRequest=1587606033534&activeDays=%5B0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C1%5D&adv=1&a7dv=1&a14dv=1&a21dv=1&lastKnownType=anon,2020-04-23T01:40:33.591Z,set
