visit_id,record_type,change_cause,host,name,value,time_stamp,context_id
1,added-or-changed,explicit,.media.net,visitor-id,2310846292182041000V10,2020-04-28T14:10:30.115Z,1
1,added-or-changed,explicit,.google.com,NID,203=qFA3SyC0fwFwcvqY7MI3nsCFP8YjZRERPiOGOXOwmfRSQVWGFVrmG2sWntFV_qNEkAZbUvkYMbuNeCR_5kHgBeKl6g0_sy_H5VO5cwtnoQDhHEvdEEb24oq1RDK50uk89AHXhh7QoRlgCbJ4r3mG8IGrU6t9dGL31dvOWDWJOVM,2020-04-28T14:10:31.005Z,1
1,deleted,overwrite,.google.com,NID,203=wrQi5gqbpIWCBES0bmmyn_WjQLonOi99hLCLqijx1kg47Muax8gaywdgbfsBxOuS8D0u4gNbGK3Pvu06ov85sKKcxu3S98F_4s7UMvh4K8BS7Zd6Vq9BSz5kb_eg_cq8YXCF4_BGhOWwBf1A23KM_U4n8Iits4D42bCDcfXlAM0,2020-04-28T14:10:31.026Z,1
1,added-or-changed,explicit,.google.com,NID,203=wrQi5gqbpIWCBES0bmmyn_WjQLonOi99hLCLqijx1kg47Muax8gaywdgbfsBxOuS8D0u4gNbGK3Pvu06ov85sKKcxu3S98F_4s7UMvh4K8BS7Zd6Vq9BSz5kb_eg_cq8YXCF4_BGhOWwBf1A23KM_U4n8Iits4D42bCDcfXlAM0,2020-04-28T14:10:31.026Z,1
1,deleted,overwrite,.google.com,NID,203=bHHssFauB8Gn7J19HHvYAtfqgk-pvmGVbRLDCNL385XQIjO1-bGzE_cpYAp4bawqxjC6pYXp2udS6fZ4kOUxm8bq7wve-5WyJNPr-SNTYn1f2Z-75jTdVBxdQRzjMKPpaMjtRKafXCAhGP-IzdmcihVUgiW04OMAPMeMmcJZoAI,2020-04-28T14:10:31.029Z,1
1,added-or-changed,explicit,.google.com,NID,203=bHHssFauB8Gn7J19HHvYAtfqgk-pvmGVbRLDCNL385XQIjO1-bGzE_cpYAp4bawqxjC6pYXp2udS6fZ4kOUxm8bq7wve-5WyJNPr-SNTYn1f2Z-75jTdVBxdQRzjMKPpaMjtRKafXCAhGP-IzdmcihVUgiW04OMAPMeMmcJZoAI,2020-04-28T14:10:31.030Z,1
1,added-or-changed,explicit,.scorecardresearch.com,UID,1DA23a36a2aa20a318412601588083033,2020-04-28T14:10:33.322Z,1
1,added-or-changed,explicit,.scorecardresearch.com,UIDR,1588083033,2020-04-28T14:10:33.322Z,1
1,added-or-changed,explicit,news.google.com,OTZ,5429651_56_56__56_,2020-04-28T14:10:33.768Z,1
1,added-or-changed,explicit,.pay.google.com,_ga,GA1.3.884918508.1588083034,2020-04-28T14:10:33.853Z,1
