visit_id,script_url,symbol,operation,value,arguments,time_stamp
2,https://ssl.google-analytics.com/ga.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T02:00:46.020Z
2,https://ssl.google-analytics.com/ga.js,window.document.cookie,set,"__utmt=1; path=/; expires=Thu, 23 Apr 2020 02:10:45 GMT; domain=berkeley.edu;",,2020-04-23T02:00:46.021Z
2,https://ssl.google-analytics.com/ga.js,window.document.cookie,get,__utma=41573937.1987860403.1587607246.1587607246.1587607246.1; __utmb=41573937.0.10.1587607246; __utmc=41573937; __utmz=41573937.1587607246.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1,,2020-04-23T02:00:46.023Z
2,https://ssl.google-analytics.com/ga.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T02:00:46.025Z
2,https://ssl.google-analytics.com/ga.js,window.document.cookie,get,__utma=41573937.1987860403.1587607246.1587607246.1587607246.1; __utmb=41573937.0.10.1587607246; __utmc=41573937; __utmz=41573937.1587607246.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1,,2020-04-23T02:00:46.027Z
2,https://ssl.google-analytics.com/ga.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T02:00:46.028Z
2,https://ssl.google-analytics.com/ga.js,window.document.cookie,set,"__utma=41573937.1987860403.1587607246.1587607246.1587607246.1; path=/; expires=Sat, 23 Apr 2022 02:00:45 GMT; domain=berkeley.edu;",,2020-04-23T02:00:46.029Z
2,https://ssl.google-analytics.com/ga.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T02:00:46.029Z
2,https://ssl.google-analytics.com/ga.js,window.document.cookie,set,"__utmb=41573937.1.10.1587607246; path=/; expires=Thu, 23 Apr 2020 02:30:45 GMT; domain=berkeley.edu;",,2020-04-23T02:00:46.030Z
2,https://ssl.google-analytics.com/ga.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T02:00:46.031Z
2,https://ssl.google-analytics.com/ga.js,window.document.cookie,set,__utmc=41573937; path=/; domain=berkeley.edu;,,2020-04-23T02:00:46.031Z
2,https://ssl.google-analytics.com/ga.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T02:00:46.032Z
2,https://ssl.google-analytics.com/ga.js,window.document.cookie,set,"__utmz=41573937.1587607246.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); path=/; expires=Thu, 22 Oct 2020 14:00:45 GMT; domain=berkeley.edu;",,2020-04-23T02:00:46.034Z
2,https://ssl.google-analytics.com/ga.js,window.document.cookie,set,"__utmv=; path=/; expires=Thu, 23 Apr 2020 02:00:45 GMT; domain=berkeley.edu;",,2020-04-23T02:00:46.035Z
2,https://ssl.google-analytics.com/ga.js,window.document.cookie,get,__utma=41573937.1987860403.1587607246.1587607246.1587607246.1; __utmc=41573937; __utmz=41573937.1587607246.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1587607246,,2020-04-23T02:00:46.036Z
2,https://ssl.google-analytics.com/ga.js,window.document.cookie,get,__utma=41573937.1987860403.1587607246.1587607246.1587607246.1; __utmc=41573937; __utmz=41573937.1587607246.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1587607246,,2020-04-23T02:00:46.045Z
2,https://ssl.google-analytics.com/ga.js,window.document.cookie,get,__utma=41573937.1987860403.1587607246.1587607246.1587607246.1; __utmc=41573937; __utmz=41573937.1587607246.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1587607246,,2020-04-23T02:00:46.045Z
2,https://ssl.google-analytics.com/ga.js,window.document.cookie,get,__utma=41573937.1987860403.1587607246.1587607246.1587607246.1; __utmc=41573937; __utmz=41573937.1587607246.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1587607246,,2020-04-23T02:00:46.048Z
2,https://ssl.google-analytics.com/ga.js,window.document.cookie,get,__utma=41573937.1987860403.1587607246.1587607246.1587607246.1; __utmc=41573937; __utmz=41573937.1587607246.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1587607246,,2020-04-23T02:00:46.048Z
2,https://siteimproveanalytics.com/js/siteanalyze_8343.js,window.document.referrer,get,,,2020-04-23T02:00:46.050Z
2,https://siteimproveanalytics.com/js/siteanalyze_8343.js,window.document.referrer,get,,,2020-04-23T02:00:46.051Z
2,https://siteimproveanalytics.com/js/siteanalyze_8343.js,window.document.cookie,get,__utma=41573937.1987860403.1587607246.1587607246.1587607246.1; __utmc=41573937; __utmz=41573937.1587607246.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1587607246,,2020-04-23T02:00:46.051Z
2,https://siteimproveanalytics.com/js/siteanalyze_8343.js,window.document.cookie,get,__utma=41573937.1987860403.1587607246.1587607246.1587607246.1; __utmc=41573937; __utmz=41573937.1587607246.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1587607246,,2020-04-23T02:00:46.052Z
2,https://siteimproveanalytics.com/js/siteanalyze_8343.js,window.document.cookie,get,__utma=41573937.1987860403.1587607246.1587607246.1587607246.1; __utmc=41573937; __utmz=41573937.1587607246.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1587607246,,2020-04-23T02:00:46.053Z
2,https://siteimproveanalytics.com/js/siteanalyze_8343.js,window.document.cookie,get,__utma=41573937.1987860403.1587607246.1587607246.1587607246.1; __utmc=41573937; __utmz=41573937.1587607246.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1587607246,,2020-04-23T02:00:46.053Z
2,https://siteimproveanalytics.com/js/siteanalyze_8343.js,window.document.cookie,get,__utma=41573937.1987860403.1587607246.1587607246.1587607246.1; __utmc=41573937; __utmz=41573937.1587607246.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1587607246,,2020-04-23T02:00:46.055Z
2,https://siteimproveanalytics.com/js/siteanalyze_8343.js,window.document.cookie,get,__utma=41573937.1987860403.1587607246.1587607246.1587607246.1; __utmc=41573937; __utmz=41573937.1587607246.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1587607246,,2020-04-23T02:00:46.055Z
2,https://siteimproveanalytics.com/js/siteanalyze_8343.js,window.document.cookie,set,"nmstat=1587607319464; expires=Wed, 18 Jan 2023 02:00:45 GMT; path=/; domain=www.berkeley.edu; samesite=lax",,2020-04-23T02:00:46.055Z
2,https://s.ytimg.com/yts/jsbin/www-widgetapi-vflTDS0tW/www-widgetapi.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T02:00:46.306Z
2,https://s.ytimg.com/yts/jsbin/www-widgetapi-vflTDS0tW/www-widgetapi.js,window.localStorage,get,{},,2020-04-23T02:00:46.306Z
2,https://s.ytimg.com/yts/jsbin/www-widgetapi-vflTDS0tW/www-widgetapi.js,window.Storage.setItem,call,,"[""__sak"",""1""]",2020-04-23T02:00:46.306Z
2,https://s.ytimg.com/yts/jsbin/www-widgetapi-vflTDS0tW/www-widgetapi.js,window.Storage.removeItem,call,,"[""__sak""]",2020-04-23T02:00:46.306Z
2,https://connect.facebook.net/en_US/all.js?hash=2bbeedb1d7d47588da48d3d9f0898b26,window.name,get,,,2020-04-23T02:00:46.307Z
2,https://connect.facebook.net/en_US/all.js?hash=2bbeedb1d7d47588da48d3d9f0898b26,window.name,get,,,2020-04-23T02:00:46.307Z
2,https://connect.facebook.net/en_US/all.js?hash=2bbeedb1d7d47588da48d3d9f0898b26,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T02:00:46.307Z
2,https://connect.facebook.net/en_US/all.js?hash=2bbeedb1d7d47588da48d3d9f0898b26,window.document.cookie,get,__utma=41573937.1987860403.1587607246.1587607246.1587607246.1; __utmc=41573937; __utmz=41573937.1587607246.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1587607246; nmstat=1587607319464,,2020-04-23T02:00:46.307Z
2,https://connect.facebook.net/en_US/all.js?hash=2bbeedb1d7d47588da48d3d9f0898b26,window.document.referrer,get,,,2020-04-23T02:00:46.307Z
2,https://connect.facebook.net/en_US/all.js?hash=2bbeedb1d7d47588da48d3d9f0898b26,window.localStorage,get,{},,2020-04-23T02:00:46.308Z
2,https://connect.facebook.net/en_US/all.js?hash=2bbeedb1d7d47588da48d3d9f0898b26,window.Storage.setItem,call,,"[""__test__1587607246204"",""""]",2020-04-23T02:00:46.308Z
2,https://connect.facebook.net/en_US/all.js?hash=2bbeedb1d7d47588da48d3d9f0898b26,window.Storage.removeItem,call,,"[""__test__1587607246204""]",2020-04-23T02:00:46.309Z
2,https://connect.facebook.net/en_US/all.js?hash=2bbeedb1d7d47588da48d3d9f0898b26,window.Storage.getItem,call,,"[""fblst_290984014442671""]",2020-04-23T02:00:46.309Z
2,https://connect.facebook.net/en_US/all.js?hash=2bbeedb1d7d47588da48d3d9f0898b26,window.localStorage,get,{},,2020-04-23T02:00:46.535Z
2,https://connect.facebook.net/en_US/all.js?hash=2bbeedb1d7d47588da48d3d9f0898b26,window.Storage.removeItem,call,,"[""fblst_290984014442671""]",2020-04-23T02:00:46.536Z
2,https://siteimproveanalytics.com/js/siteanalyze_8343.js,window.document.cookie,get,__utma=41573937.1987860403.1587607246.1587607246.1587607246.1; __utmc=41573937; __utmz=41573937.1587607246.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1587607246; nmstat=1587607319464,,2020-04-23T02:01:09.104Z
2,https://siteimproveanalytics.com/js/siteanalyze_8343.js,window.document.cookie,get,__utma=41573937.1987860403.1587607246.1587607246.1587607246.1; __utmc=41573937; __utmz=41573937.1587607246.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1587607246; nmstat=1587607319464,,2020-04-23T02:01:09.105Z
2,https://siteimproveanalytics.com/js/siteanalyze_8343.js,window.document.cookie,get,__utma=41573937.1987860403.1587607246.1587607246.1587607246.1; __utmc=41573937; __utmz=41573937.1587607246.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1587607246; nmstat=1587607319464,,2020-04-23T02:01:09.105Z
2,https://ssl.google-analytics.com/ga.js,window.document.cookie,get,__utma=41573937.1987860403.1587607246.1587607246.1587607246.1; __utmc=41573937; __utmz=41573937.1587607246.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1587607246; nmstat=1587607319464,,2020-04-23T02:01:09.105Z
2,https://ssl.google-analytics.com/ga.js,window.document.cookie,get,__utma=41573937.1987860403.1587607246.1587607246.1587607246.1; __utmc=41573937; __utmz=41573937.1587607246.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1587607246; nmstat=1587607319464,,2020-04-23T02:01:09.105Z
2,https://ssl.google-analytics.com/ga.js,window.document.cookie,get,__utma=41573937.1987860403.1587607246.1587607246.1587607246.1; __utmc=41573937; __utmz=41573937.1587607246.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1587607246; nmstat=1587607319464,,2020-04-23T02:01:09.105Z
2,https://ssl.google-analytics.com/ga.js,window.document.cookie,get,__utma=41573937.1987860403.1587607246.1587607246.1587607246.1; __utmc=41573937; __utmz=41573937.1587607246.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1587607246; nmstat=1587607319464,,2020-04-23T02:01:09.106Z
2,https://ssl.google-analytics.com/ga.js,window.document.cookie,get,__utma=41573937.1987860403.1587607246.1587607246.1587607246.1; __utmc=41573937; __utmz=41573937.1587607246.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1587607246; nmstat=1587607319464,,2020-04-23T02:01:09.106Z
2,https://ssl.google-analytics.com/ga.js,window.document.cookie,get,__utma=41573937.1987860403.1587607246.1587607246.1587607246.1; __utmc=41573937; __utmz=41573937.1587607246.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); __utmt=1; __utmb=41573937.1.10.1587607246; nmstat=1587607319464,,2020-04-23T02:01:09.107Z
2,https://ssl.google-analytics.com/ga.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T02:01:09.107Z
2,https://ssl.google-analytics.com/ga.js,window.document.cookie,set,"__utma=41573937.1987860403.1587607246.1587607246.1587607246.1; path=/; expires=Sat, 23 Apr 2022 02:01:08 GMT; domain=berkeley.edu;",,2020-04-23T02:01:09.107Z
2,https://ssl.google-analytics.com/ga.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T02:01:09.107Z
2,https://ssl.google-analytics.com/ga.js,window.document.cookie,set,"__utmb=41573937.2.9.1587607268939; path=/; expires=Thu, 23 Apr 2020 02:31:08 GMT; domain=berkeley.edu;",,2020-04-23T02:01:09.108Z
2,https://ssl.google-analytics.com/ga.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T02:01:09.108Z
2,https://ssl.google-analytics.com/ga.js,window.document.cookie,set,__utmc=41573937; path=/; domain=berkeley.edu;,,2020-04-23T02:01:09.109Z
2,https://ssl.google-analytics.com/ga.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T02:01:09.109Z
2,https://ssl.google-analytics.com/ga.js,window.document.cookie,set,"__utmz=41573937.1587607246.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); path=/; expires=Thu, 22 Oct 2020 14:01:08 GMT; domain=berkeley.edu;",,2020-04-23T02:01:09.109Z
2,https://ssl.google-analytics.com/ga.js,window.document.cookie,set,"__utmv=; path=/; expires=Thu, 23 Apr 2020 02:01:08 GMT; domain=berkeley.edu;",,2020-04-23T02:01:09.110Z
2,https://use.typekit.net/zpy2xov.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T02:01:09.607Z
2,https://use.typekit.net/zpy2xov.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T02:01:09.610Z
2,https://use.typekit.net/zpy2xov.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T02:01:09.611Z
2,https://www.google-analytics.com/analytics.js,window.document.referrer,get,https://www.berkeley.edu/,,2020-04-23T02:01:09.816Z
2,https://www.google-analytics.com/analytics.js,window.document.referrer,get,https://www.berkeley.edu/,,2020-04-23T02:01:09.817Z
2,https://www.google-analytics.com/analytics.js,window.screen.colorDepth,get,24,,2020-04-23T02:01:09.817Z
2,https://www.google-analytics.com/analytics.js,window.navigator.plugins[Shockwave Flash].name,get,Shockwave Flash,,2020-04-23T02:01:09.817Z
2,https://www.google-analytics.com/analytics.js,window.navigator.plugins[Shockwave Flash].description,get,Shockwave Flash 32.0 r0,,2020-04-23T02:01:09.818Z
2,https://www.google-analytics.com/analytics.js,window.navigator.language,get,en-US,,2020-04-23T02:01:09.818Z
2,https://www.google-analytics.com/analytics.js,window.document.cookie,get,__utmc=41573937; __utmt=1; nmstat=1587607319464; __utma=41573937.1987860403.1587607246.1587607246.1587607246.1; __utmb=41573937.2.9.1587607268939; __utmz=41573937.1587607246.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none),,2020-04-23T02:01:09.818Z
2,https://www.google-analytics.com/analytics.js,window.document.cookie,get,__utmc=41573937; __utmt=1; nmstat=1587607319464; __utma=41573937.1987860403.1587607246.1587607246.1587607246.1; __utmb=41573937.2.9.1587607268939; __utmz=41573937.1587607246.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none),,2020-04-23T02:01:09.818Z
2,https://www.google-analytics.com/analytics.js,window.document.cookie,get,__utmc=41573937; __utmt=1; nmstat=1587607319464; __utma=41573937.1987860403.1587607246.1587607246.1587607246.1; __utmb=41573937.2.9.1587607268939; __utmz=41573937.1587607246.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none),,2020-04-23T02:01:09.818Z
2,https://www.google-analytics.com/analytics.js,window.document.cookie,get,__utmc=41573937; __utmt=1; nmstat=1587607319464; __utma=41573937.1987860403.1587607246.1587607246.1587607246.1; __utmb=41573937.2.9.1587607268939; __utmz=41573937.1587607246.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none),,2020-04-23T02:01:09.818Z
2,https://www.google-analytics.com/analytics.js,window.navigator.userAgent,get,Mozilla/5.0 (X11; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0,,2020-04-23T02:01:09.819Z
2,https://www.google-analytics.com/analytics.js,window.document.cookie,get,__utmc=41573937; __utmt=1; nmstat=1587607319464; __utma=41573937.1987860403.1587607246.1587607246.1587607246.1; __utmb=41573937.2.9.1587607268939; __utmz=41573937.1587607246.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none),,2020-04-23T02:01:09.819Z
2,https://www.google-analytics.com/analytics.js,window.document.cookie,get,__utmc=41573937; __utmt=1; nmstat=1587607319464; __utma=41573937.1987860403.1587607246.1587607246.1587607246.1; __utmb=41573937.2.9.1587607268939; __utmz=41573937.1587607246.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none),,2020-04-23T02:01:09.819Z
2,https://www.google-analytics.com/analytics.js,window.document.referrer,get,https://www.berkeley.edu/,,2020-04-23T02:01:09.819Z
2,https://www.google-analytics.com/analytics.js,window.document.referrer,get,https://www.berkeley.edu/,,2020-04-23T02:01:09.819Z
2,https://www.google-analytics.com/analytics.js,window.document.cookie,get,__utmc=41573937; __utmt=1; nmstat=1587607319464; __utma=41573937.1987860403.1587607246.1587607246.1587607246.1; __utmb=41573937.2.9.1587607268939; __utmz=41573937.1587607246.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none),,2020-04-23T02:01:09.819Z
2,https://www.google-analytics.com/analytics.js,window.document.cookie,get,__utmc=41573937; __utmt=1; nmstat=1587607319464; __utma=41573937.1987860403.1587607246.1587607246.1587607246.1; __utmb=41573937.2.9.1587607268939; __utmz=41573937.1587607246.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none),,2020-04-23T02:01:09.820Z
2,https://www.google-analytics.com/analytics.js,window.document.cookie,set,"_ga=GA1.2.1987860403.1587607246; path=/; expires=Sat, 23 Apr 2022 02:01:09 GMT; domain=berkeley.edu;",,2020-04-23T02:01:09.821Z
2,https://www.google-analytics.com/analytics.js,window.document.cookie,get,__utmc=41573937; __utmt=1; nmstat=1587607319464; __utma=41573937.1987860403.1587607246.1587607246.1587607246.1; __utmb=41573937.2.9.1587607268939; __utmz=41573937.1587607246.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); _ga=GA1.2.1987860403.1587607246,,2020-04-23T02:01:09.821Z
2,https://www.google-analytics.com/analytics.js,window.document.cookie,get,__utmc=41573937; __utmt=1; nmstat=1587607319464; __utma=41573937.1987860403.1587607246.1587607246.1587607246.1; __utmb=41573937.2.9.1587607268939; __utmz=41573937.1587607246.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); _ga=GA1.2.1987860403.1587607246,,2020-04-23T02:01:09.821Z
2,https://www.google-analytics.com/analytics.js,window.document.cookie,get,__utmc=41573937; __utmt=1; nmstat=1587607319464; __utma=41573937.1987860403.1587607246.1587607246.1587607246.1; __utmb=41573937.2.9.1587607268939; __utmz=41573937.1587607246.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); _ga=GA1.2.1987860403.1587607246,,2020-04-23T02:01:09.821Z
2,https://www.google-analytics.com/analytics.js,window.document.cookie,set,"_gid=GA1.2.1842300592.1587607270; path=/; expires=Fri, 24 Apr 2020 02:01:09 GMT; domain=berkeley.edu;",,2020-04-23T02:01:09.822Z
